date_of_journey,airlines,airlines_code,class,departure,total_stops,arrival,duration_in_minutes,source,destination,price_fare
2024-05-10,Air India,AI-814,Economy,18:14:00,1.0,18:38:00,135.0,Delhi,Cochin,5955
2024-07-02,Vistara,UK-801,Economy,17:11:00,0.0,14:45:00,694.8,Delhi,Cochin,11310
2024-08-20,Indigo,6E-6475,Economy,22:51:00,2.0,15:22:00,274.8,Delhi,Cochin,4937
2024-09-27,Vistara,UK-811,Premium Economy,04:16:00,1.0,09:24:00,880.2,Kolkata,Banglore,18646
2024-05-21,Vistara,UK-781,Premium Economy,23:23:00,1.0,03:28:00,1035.0,Delhi,Cochin,15286
2024-05-27,Vistara,UK-963,Business,09:13:00,1.0,11:02:00,145.2,Kolkata,Banglore,30104
2024-06-04,Vistara,UK-635,Business,09:58:00,1.0,23:30:00,289.8,Kolkata,Banglore,57062
2024-03-31,Vistara,UK-635,Economy,10:01:00,1.0,17:47:00,289.8,Banglore,New Delhi,8370
2024-02-29,Vistara,UK-817,Premium Economy,03:43:00,0.0,09:39:00,334.8,Kolkata,Banglore,34399
2024-01-02,Vistara,UK-879,Economy,04:37:00,1.0,06:50:00,880.2,Delhi,Cochin,11520
2024-06-22,Vistara,UK-837,Economy,06:00:00,1.0,22:39:00,925.2,Kolkata,Banglore,13076
2024-12-15,Vistara,UK-899,Business,08:16:00,1.0,13:11:00,1050.0,Delhi,Cochin,41281
2024-11-16,Vistara,UK-879,Premium Economy,12:18:00,1.0,14:30:00,985.2,Delhi,Cochin,12822
2024-01-23,Air Asia,I5-740,Economy,21:21:00,0.0,04:06:00,990.0,Banglore,Delhi,6375
2024-08-04,Indigo,6E-2411,Economy,16:04:00,1.0,16:20:00,274.8,Delhi,Cochin,8100
2024-03-20,Air India,AI-863,Economy,20:52:00,1.0,22:38:00,139.8,Delhi,Cochin,7320
2024-08-16,Vistara,UK-959,Economy,19:45:00,1.0,18:10:00,735.0,Delhi,Cochin,22892
2024-04-21,Vistara,UK-627,Economy,18:47:00,1.0,14:17:00,1485.0,Delhi,Cochin,9210
2024-09-16,Air India,AI-624,Economy,16:26:00,0.0,19:29:00,145.2,Banglore,New Delhi,7320
2024-08-19,Vistara,UK-837,Economy,23:18:00,1.0,11:28:00,1090.2,Kolkata,Banglore,15741
2024-06-18,Vistara,UK-871,Business,09:49:00,1.0,08:17:00,694.8,Delhi,Cochin,41281
2024-12-27,Air Asia,I5-743,Economy,16:38:00,0.0,03:29:00,880.2,Banglore,Delhi,5431
2024-09-05,Go First,G8-113,Economy,07:02:00,2.0,22:27:00,979.8,Delhi,Cochin,6007
2024-07-13,Vistara,UK-975,Economy,05:22:00,1.0,07:46:00,135.0,Delhi,Cochin,7635
2024-06-30,Air India,AI-406,Business,19:13:00,1.0,08:01:00,334.8,Kolkata,Banglore,46825
2024-05-28,Vistara,UK-747,Business,01:43:00,1.0,23:22:00,1020.0,Delhi,Cochin,62057
2024-07-13,Go First,G8-101,Economy,08:42:00,0.0,23:24:00,934.8,Banglore,Delhi,6007
2024-09-07,Spicejet,SG-8701,Economy,02:30:00,2.0,11:59:00,124.80000000000001,Delhi,Cochin,5794
2024-05-22,Air Asia,I5-745,Economy,19:21:00,1.0,01:57:00,784.8,Kolkata,Banglore,11805
2024-03-23,Vistara,UK-855,Business,12:21:00,0.0,01:17:00,334.8,Kolkata,Banglore,52302
2024-09-20,Vistara,UK-957,Business,03:16:00,1.0,18:13:00,135.0,Kolkata,Banglore,30104
2024-01-30,Vistara,UK-981,Business,06:03:00,1.0,22:08:00,120.0,Delhi,Cochin,41528
2024-03-31,Air India,AI-815,Economy,07:30:00,0.0,19:26:00,465.0,Mumbai,Hyderabad,8517
2024-10-10,Go First,G8-119,Economy,14:51:00,0.0,19:35:00,810.0,Delhi,Cochin,9111
2024-07-21,Vistara,UK-627,Economy,17:52:00,1.0,23:43:00,1485.0,Banglore,New Delhi,8580
2024-03-23,Go First,G8-719,Economy,00:56:00,1.0,06:58:00,255.0,Banglore,New Delhi,4950
2024-05-06,Air India,AI-560,Business,15:20:00,0.0,09:55:00,465.0,Mumbai,Hyderabad,41113
2024-09-07,Vistara,UK-706,Business,06:18:00,1.0,13:12:00,495.0,Banglore,New Delhi,40945
2024-05-09,Vistara,UK-879,Premium Economy,10:47:00,1.0,16:28:00,1260.0,Delhi,Cochin,12168
2024-02-23,Air India,AI-815,Economy,19:11:00,1.0,07:29:00,465.0,Kolkata,Banglore,9882
2024-03-16,Vistara,UK-955,Premium Economy,12:40:00,0.0,01:14:00,130.2,Delhi,Cochin,8622
2024-03-09,Air Asia,I5-740,Economy,15:45:00,2.0,17:12:00,990.0,Delhi,Cochin,6872
2024-01-20,Vistara,UK-879,Premium Economy,08:28:00,0.0,07:43:00,985.2,Delhi,Cochin,15842
2024-03-03,Air India,AI-451,Business,03:14:00,0.0,14:25:00,1545.0,Kolkata,Banglore,39622
2024-12-24,Air India,AI-801,Economy,15:07:00,1.0,20:27:00,469.8,Delhi,Cochin,17505
2024-08-04,Air India,AI-512,Business,23:27:00,1.0,07:13:00,964.8,Delhi,Cochin,53164
2024-02-28,Vistara,UK-871,Business,10:35:00,1.0,15:57:00,799.8,Delhi,Cochin,55696
2024-06-20,Vistara,UK-627,Business,14:04:00,1.0,11:58:00,1485.0,Delhi,Cochin,37417
2024-01-14,Go First,G8-323,Economy,05:26:00,1.0,06:48:00,130.2,Banglore,New Delhi,5899
2024-08-01,Air India,AI-481,Business,22:39:00,0.0,02:06:00,814.8,Chennai,Kolkata,31462
2024-11-23,Vistara,UK-927,Premium Economy,17:23:00,1.0,21:50:00,124.80000000000001,Delhi,Cochin,7838
2024-07-06,Vistara,UK-899,Business,03:34:00,1.0,19:42:00,1050.0,Delhi,Cochin,41281
2024-11-09,Vistara,UK-943,Premium Economy,02:11:00,1.0,11:50:00,130.2,Kolkata,Banglore,8622
2024-08-24,Air India,AI-542,Business,21:42:00,0.0,00:45:00,310.2,Kolkata,Banglore,41113
2024-06-27,Go First,G8-113,Economy,23:44:00,0.0,01:13:00,889.8,Banglore,Delhi,9110
2024-08-23,Vistara,UK-855,Economy,01:39:00,1.0,06:58:00,334.8,Delhi,Cochin,11205
2024-10-22,Air India,AI-814,Business,18:57:00,1.0,08:17:00,135.0,Delhi,Cochin,22152
2024-02-06,Air India,AI-605,Business,19:48:00,1.0,19:51:00,135.0,Delhi,Cochin,22152
2024-02-01,Go First,G8-119,Economy,15:37:00,1.0,09:16:00,810.0,Kolkata,Banglore,14511
2024-10-25,Vistara,UK-951,Premium Economy,08:34:00,1.0,19:19:00,130.2,Delhi,Cochin,11646
2024-03-26,Vistara,UK-859,Economy,20:28:00,1.0,02:07:00,385.2,Kolkata,Banglore,10418
2024-05-18,Vistara,UK-839,Premium Economy,17:05:00,0.0,08:19:00,529.8,Delhi,Cochin,20136
2024-04-01,Indigo,6E-2084,Economy,02:46:00,1.0,14:09:00,135.0,Banglore,New Delhi,6374
2024-06-22,Indigo,6E-7403,Economy,11:21:00,2.0,07:09:00,390.0,Delhi,Cochin,24539
2024-03-26,Air India,AI-605,Economy,16:25:00,1.0,15:28:00,135.0,Delhi,Cochin,7320
2024-01-06,Vistara,UK-879,Business,19:43:00,1.0,15:47:00,334.8,Banglore,New Delhi,41281
2024-11-05,Air India,AI-406,Business,08:34:00,1.0,07:19:00,334.8,Delhi,Cochin,44025
2024-12-20,Air Asia,I5-560,Economy,20:57:00,1.0,06:41:00,865.2,Delhi,Cochin,5291
2024-03-12,Go First,G8-346,Economy,07:39:00,1.0,17:46:00,130.2,Delhi,Cochin,5899
2024-04-08,Air India,AI-406,Economy,17:34:00,0.0,00:30:00,334.8,Kolkata,Banglore,14355
2024-05-15,Vistara,UK-899,Business,12:51:00,1.0,00:49:00,505.2,Delhi,Cochin,59571
2024-09-28,Vistara,UK-627,Economy,07:31:00,0.0,05:47:00,1485.0,Kolkata,Banglore,8265
2024-03-05,Vistara,UK-985,Premium Economy,20:06:00,1.0,16:34:00,135.0,Kolkata,Banglore,8622
2024-06-16,Air India,AI-463,Business,02:12:00,1.0,18:14:00,1660.2,Delhi,Cochin,35532
2024-07-20,Air India,AI-885,Economy,19:34:00,1.0,18:37:00,355.2,Kolkata,Banglore,12990
2024-11-19,Vistara,UK-985,Premium Economy,15:21:00,2.0,06:38:00,135.0,Delhi,Cochin,7838
2024-12-04,Air India,AI-813,Economy,15:50:00,0.0,10:28:00,810.0,Mumbai,Hyderabad,7194
2024-05-05,Vistara,UK-977,Economy,00:20:00,1.0,01:42:00,135.0,Delhi,Cochin,7320
2024-05-09,Air India,AI-502,Economy,23:59:00,1.0,15:51:00,589.8,Delhi,Cochin,7457
2024-03-21,Indigo,6E-6814,Economy,16:00:00,1.0,07:36:00,145.2,Delhi,Cochin,7319
2024-08-20,Air India,AI-463,Business,15:34:00,0.0,20:30:00,1660.2,Banglore,Delhi,35532
2024-06-26,Vistara,UK-801,Business,18:51:00,2.0,16:17:00,694.8,Delhi,Cochin,72938
2024-09-05,Vistara,UK-969,Premium Economy,04:18:00,1.0,15:29:00,735.0,Delhi,Cochin,7984
2024-06-09,Air India,AI-451,Business,02:14:00,1.0,01:30:00,1545.0,Delhi,Cochin,39622
2024-06-15,Vistara,UK-859,Economy,10:52:00,1.0,18:57:00,760.2,Banglore,New Delhi,11730
2024-07-31,Air India,AI-833,Economy,12:08:00,1.0,19:52:00,1050.0,Kolkata,Banglore,16983
2024-06-11,Indigo,6E-864,Economy,22:31:00,0.0,02:09:00,135.0,Chennai,Kolkata,6374
2024-04-12,Air India,AI-624,Business,08:02:00,1.0,02:10:00,145.2,Delhi,Cochin,22152
2024-06-27,Air India,AI-473,Business,14:35:00,0.0,09:52:00,1035.0,Banglore,New Delhi,39859
2024-02-26,Indigo,6E-5615,Economy,11:44:00,0.0,18:25:00,600.0,Kolkata,Banglore,13777
2024-06-08,Vistara,UK-839,Economy,22:09:00,0.0,09:08:00,529.8,Banglore,Delhi,13641
2024-10-30,Air India,AI-833,Business,16:21:00,0.0,16:13:00,1050.0,Banglore,Delhi,50109
2024-06-17,Vistara,UK-929,Premium Economy,05:38:00,1.0,14:12:00,535.2,Delhi,Cochin,10168
2024-07-02,Air India,AI-411,Economy,21:17:00,2.0,12:11:00,559.8,Delhi,Cochin,7184
2024-07-30,Air India,AI-624,Economy,21:11:00,1.0,16:44:00,145.2,Delhi,Cochin,7320
2024-09-15,Air India,AI-883,Economy,06:34:00,1.0,17:53:00,1579.8,Banglore,New Delhi,8614
2024-05-02,Vistara,UK-855,Economy,10:59:00,1.0,12:25:00,334.8,Delhi,Cochin,11132
2024-08-05,Go First,G8-194,Economy,10:32:00,0.0,12:49:00,630.0,Banglore,Delhi,6007
2024-01-04,Air India,AI-542,Economy,14:09:00,1.0,19:17:00,1450.2,Delhi,Cochin,8895
2024-06-04,Air Asia,I5-857,Economy,00:31:00,1.0,01:10:00,334.8,Delhi,Cochin,6872
2024-06-16,Vistara,UK-813,Economy,21:02:00,1.0,13:17:00,349.8,Delhi,Cochin,10365
2024-09-21,Go First,G8-330,Economy,07:35:00,1.0,10:26:00,135.0,Kolkata,Banglore,5801
2024-02-21,Air India,AI-481,Economy,01:25:00,1.0,01:17:00,814.8,Delhi,Cochin,14114
2024-06-29,Vistara,UK-637,Business,23:12:00,0.0,00:40:00,1110.0,Banglore,Delhi,36577
2024-08-16,Air India,AI-554,Economy,08:11:00,0.0,03:28:00,709.8,Banglore,Delhi,12276
2024-08-24,Air India,AI-435,Economy,11:46:00,1.0,19:04:00,505.2,Kolkata,Banglore,8337
2024-08-01,Vistara,UK-811,Premium Economy,17:18:00,0.0,05:49:00,880.2,Chennai,Kolkata,10638
2024-02-17,Indigo,6E-2411,Economy,14:07:00,0.0,15:49:00,480.0,Mumbai,Hyderabad,8443
2024-11-27,Vistara,UK-829,Economy,00:57:00,0.0,22:13:00,1600.2,Banglore,Delhi,9908
2024-07-21,Air India,AI-443,Economy,23:13:00,1.0,03:27:00,304.8,Delhi,Cochin,6731
2024-02-04,Vistara,UK-747,Business,12:09:00,0.0,16:16:00,390.0,Mumbai,Hyderabad,88377
2024-04-12,Go First,G8-713,Economy,16:09:00,0.0,23:21:00,859.8,Chennai,Kolkata,4592
2024-01-31,Vistara,UK-817,Premium Economy,01:53:00,1.0,04:22:00,435.0,Delhi,Cochin,10638
2024-06-07,Air Asia,I5-548,Economy,18:17:00,1.0,21:11:00,765.0,Delhi,Cochin,6872
2024-01-26,Vistara,UK-871,Economy,23:57:00,1.0,13:37:00,694.8,Kolkata,Banglore,9840
2024-10-01,Indigo,6E-2176,Economy,07:46:00,1.0,19:00:00,135.0,Delhi,Cochin,7319
2024-09-22,Indigo,6E-607,Economy,22:28:00,0.0,21:15:00,595.2,Banglore,Delhi,8899
2024-06-11,Indigo,6E-2204,Economy,01:24:00,0.0,02:43:00,415.2,Banglore,Delhi,15562
2024-02-06,Spicejet,SG-2976,Economy,22:15:00,1.0,13:11:00,859.8,Kolkata,Banglore,5964
2024-03-12,Vistara,UK-985,Economy,19:11:00,0.0,17:50:00,135.0,Mumbai,Hyderabad,5955
2024-08-27,Vistara,UK-815,Premium Economy,11:18:00,2.0,05:47:00,810.0,Delhi,Cochin,10638
2024-12-23,Vistara,UK-957,Business,16:28:00,1.0,05:41:00,135.0,Delhi,Cochin,30104
2024-10-24,Vistara,UK-977,Business,21:08:00,0.0,03:22:00,135.0,Banglore,Delhi,30104
2024-08-28,Vistara,UK-859,Business,08:41:00,0.0,04:51:00,760.2,Mumbai,Hyderabad,70356
2024-04-01,Indigo,6E-5615,Economy,02:13:00,1.0,03:02:00,600.0,Kolkata,Banglore,8894
2024-03-08,Vistara,UK-995,Economy,13:23:00,0.0,22:42:00,135.0,Mumbai,Hyderabad,5955
2024-12-10,Air India,AI-429,Business,06:21:00,0.0,23:34:00,490.2,Banglore,Delhi,50969
2024-12-13,Vistara,UK-811,Economy,18:57:00,0.0,07:23:00,450.0,Kolkata,Banglore,7651
2024-10-22,Vistara,UK-945,Premium Economy,00:03:00,1.0,11:21:00,135.0,Kolkata,Banglore,22286
2024-01-19,Vistara,UK-839,Economy,20:50:00,1.0,08:24:00,529.8,Kolkata,Banglore,12079
2024-11-10,Vistara,UK-705,Economy,01:15:00,0.0,18:59:00,330.0,Chennai,Kolkata,20235
2024-12-08,Vistara,UK-993,Premium Economy,11:54:00,0.0,00:13:00,130.2,Chennai,Kolkata,7838
2024-10-27,Vistara,UK-979,Business,07:03:00,1.0,21:59:00,319.8,Kolkata,Banglore,30249
2024-10-08,Vistara,UK-985,Economy,00:58:00,0.0,13:38:00,135.0,Chennai,Kolkata,5955
2024-09-09,Vistara,UK-833,Economy,00:26:00,1.0,13:20:00,889.8,Delhi,Cochin,12079
2024-01-01,Vistara,UK-635,Premium Economy,12:34:00,2.0,12:34:00,289.8,Delhi,Cochin,23350
2024-02-14,Air India,AI-502,Economy,03:32:00,2.0,08:02:00,1144.8,Delhi,Cochin,7415
2024-11-17,Indigo,6E-6231,Economy,11:59:00,0.0,20:43:00,270.0,Mumbai,Hyderabad,10942
2024-08-18,Air India,AI-814,Economy,08:14:00,0.0,00:13:00,135.0,Delhi,Cochin,7320
2024-05-16,Vistara,UK-839,Economy,10:19:00,1.0,10:18:00,529.8,Delhi,Cochin,16476
2024-12-07,Vistara,UK-706,Economy,15:12:00,1.0,21:29:00,495.0,Delhi,Cochin,11940
2024-06-09,Vistara,UK-969,Economy,10:30:00,0.0,05:10:00,735.0,Chennai,Kolkata,10890
2024-08-03,Air India,AI-803,Business,22:17:00,1.0,07:41:00,919.8,Delhi,Cochin,53164
2024-01-08,Go First,G8-113,Economy,18:48:00,0.0,13:47:00,889.8,Delhi,Cochin,6007
2024-08-05,Vistara,UK-706,Premium Economy,09:32:00,1.0,12:36:00,1290.0,Kolkata,Banglore,19710
2024-03-19,Vistara,UK-706,Business,06:27:00,1.0,07:29:00,1290.0,Delhi,Cochin,47665
2024-03-23,Vistara,UK-819,Premium Economy,15:53:00,1.0,23:51:00,364.8,Kolkata,Banglore,10638
2024-05-23,Vistara,UK-829,Premium Economy,05:13:00,1.0,23:07:00,1600.2,Delhi,Cochin,12262
2024-04-22,Air Asia,I5-798,Economy,21:01:00,1.0,05:12:00,814.8,Kolkata,Banglore,6375
2024-08-23,Vistara,UK-943,Economy,12:23:00,2.0,12:13:00,130.2,Delhi,Cochin,6375
2024-05-13,Vistara,UK-871,Economy,05:14:00,1.0,09:47:00,799.8,Delhi,Cochin,9840
2024-11-15,Air Asia,I5-798,Economy,01:43:00,2.0,05:52:00,915.0,Delhi,Cochin,23231
2024-05-09,Air India,AI-814,Business,19:31:00,1.0,00:22:00,135.0,Banglore,New Delhi,22152
2024-10-31,Vistara,UK-959,Premium Economy,21:32:00,1.0,12:19:00,1425.0,Delhi,Cochin,7984
2024-10-23,Air India,AI-560,Economy,21:29:00,0.0,09:27:00,1605.0,Banglore,Delhi,7704
2024-12-24,Vistara,UK-985,Economy,01:33:00,1.0,07:54:00,135.0,Kolkata,Banglore,6375
2024-04-03,Air Asia,I5-740,Economy,10:13:00,1.0,04:53:00,769.8,Kolkata,Banglore,4827
2024-01-02,Vistara,UK-955,Business,00:37:00,0.0,03:22:00,130.2,Banglore,New Delhi,41528
2024-08-09,Vistara,UK-813,Premium Economy,11:43:00,1.0,23:19:00,349.8,Delhi,Cochin,10638
2024-07-24,Vistara,UK-809,Premium Economy,19:10:00,1.0,18:11:00,745.2,Delhi,Cochin,10638
2024-11-03,Air India,AI-636,Economy,20:16:00,2.0,05:22:00,225.0,Delhi,Cochin,6480
2024-01-09,Indigo,6E-6492,Economy,20:27:00,0.0,16:51:00,270.0,Kolkata,Banglore,8842
2024-01-08,Vistara,UK-815,Economy,06:57:00,1.0,05:08:00,910.2,Delhi,Cochin,10433
2024-09-23,Vistara,UK-871,Premium Economy,22:45:00,1.0,00:53:00,1075.2,Delhi,Cochin,28793
2024-08-10,Vistara,UK-837,Business,12:20:00,0.0,12:55:00,925.2,Mumbai,Hyderabad,63816
2024-03-09,Air India,AI-429,Economy,19:47:00,0.0,22:51:00,454.8,Banglore,Delhi,11604
2024-11-15,Vistara,UK-969,Business,18:59:00,1.0,10:19:00,735.0,Delhi,Cochin,22297
2024-01-17,Vistara,UK-985,Business,15:22:00,1.0,00:32:00,135.0,Delhi,Cochin,22152
2024-08-19,Air Asia,I5-548,Economy,09:25:00,2.0,12:36:00,765.0,Delhi,Cochin,4827
2024-01-01,Air India,AI-502,Economy,13:29:00,0.0,07:23:00,480.0,Kolkata,Banglore,10932
2024-08-15,Go First,G8-119,Economy,14:32:00,1.0,04:27:00,874.8,Delhi,Cochin,6007
2024-02-21,Vistara,UK-627,Premium Economy,20:52:00,2.0,19:52:00,1590.0,Delhi,Cochin,10918
2024-01-11,Air India,AI-560,Economy,20:47:00,0.0,07:49:00,465.0,Banglore,Delhi,13515
2024-07-05,Air Asia,I5-798,Economy,09:29:00,0.0,17:45:00,814.8,Banglore,Delhi,6872
2024-03-07,Air India,AI-433,Business,01:35:00,0.0,03:08:00,1335.0,Mumbai,Hyderabad,29805
2024-03-10,Air India,AI-542,Economy,04:36:00,1.0,17:09:00,310.2,Delhi,Cochin,7704
2024-06-16,Vistara,UK-879,Premium Economy,09:24:00,1.0,18:28:00,1260.0,Delhi,Cochin,20562
2024-11-15,Air India,AI-805,Business,05:05:00,2.0,02:28:00,130.2,Delhi,Cochin,22152
2024-05-20,Vistara,UK-871,Premium Economy,09:47:00,0.0,01:33:00,694.8,Delhi,Cochin,19632
2024-01-23,Air India,AI-805,Economy,01:10:00,1.0,20:23:00,130.2,Banglore,New Delhi,5955
2024-10-26,Vistara,UK-929,Economy,11:24:00,1.0,22:30:00,739.8,Banglore,New Delhi,5824
2024-12-03,Go First,G8-286,Economy,17:12:00,1.0,18:58:00,874.8,Kolkata,Banglore,11546
2024-06-01,Vistara,UK-627,Economy,08:53:00,1.0,14:31:00,1590.0,Kolkata,Banglore,8370
2024-05-17,Air India,AI-811,Business,04:54:00,2.0,05:11:00,1305.0,Delhi,Cochin,32646
2024-07-17,Vistara,UK-993,Business,20:57:00,0.0,22:56:00,130.2,Mumbai,Hyderabad,56860
2024-03-22,Vistara,UK-981,Business,19:31:00,3.0,15:27:00,120.0,Mumbai,Hyderabad,22152
2024-02-21,Vistara,UK-855,Premium Economy,16:35:00,1.0,12:47:00,334.8,Delhi,Cochin,13046
2024-12-19,Vistara,UK-829,Premium Economy,10:03:00,0.0,17:12:00,1495.2,Kolkata,Banglore,12262
2024-04-18,Air Asia,I5-740,Economy,16:14:00,1.0,18:55:00,769.8,Delhi,Cochin,6872
2024-03-13,Air Asia,I5-1228,Economy,01:57:00,0.0,04:36:00,910.2,Kolkata,Banglore,6872
2024-03-04,Vistara,UK-811,Business,01:34:00,1.0,22:20:00,349.8,Delhi,Cochin,65501
2024-07-20,Air India,AI-560,Economy,14:42:00,1.0,20:07:00,465.0,Delhi,Cochin,9489
2024-09-16,Vistara,UK-819,Economy,18:08:00,1.0,04:22:00,364.8,Delhi,Cochin,14250
2024-09-16,Indigo,UK-879,Economy,19:37:00,1.0,10:54:00,390.0,Kolkata,Banglore,26309
2024-08-18,Air India,AI-537,Economy,20:35:00,1.0,21:59:00,450.0,Delhi,Cochin,11604
2024-10-21,Indigo,6E-6475,Economy,13:22:00,1.0,10:47:00,274.8,Banglore,New Delhi,8527
2024-02-17,Vistara,UK-833,Economy,19:39:00,1.0,23:00:00,409.8,Delhi,Cochin,12203
2024-09-01,Go First,G8-194,Economy,20:32:00,0.0,00:08:00,630.0,Chennai,Kolkata,9267
2024-02-29,Indigo,6E-607,Economy,16:10:00,0.0,02:36:00,469.8,Banglore,Delhi,4968
2024-02-02,Vistara,UK-815,Premium Economy,12:14:00,1.0,06:49:00,1560.0,Delhi,Cochin,10638
2024-05-25,Vistara,UK-705,Economy,10:10:00,2.0,20:49:00,769.8,Mumbai,Hyderabad,14670
2024-06-15,Vistara,UK-817,Economy,22:13:00,1.0,03:57:00,334.8,Delhi,Cochin,10208
2024-12-28,Vistara,UK-943,Economy,21:49:00,0.0,13:41:00,130.2,Banglore,Delhi,6795
2024-04-13,Vistara,UK-811,Premium Economy,11:30:00,1.0,08:54:00,349.8,Kolkata,Banglore,14558
2024-12-19,Indigo,6E-607,Economy,13:38:00,2.0,08:18:00,469.8,Delhi,Cochin,4968
2024-01-12,Indigo,6E-2114,Economy,00:51:00,1.0,17:37:00,135.0,Delhi,Cochin,7319
2024-07-25,Indigo,6E-2033,Economy,18:21:00,1.0,00:21:00,370.2,Kolkata,Banglore,7275
2024-09-20,Go First,G8-259,Economy,17:31:00,0.0,00:36:00,670.2,Banglore,New Delhi,19307
2024-01-17,Air India,AI-443,Economy,05:17:00,2.0,00:46:00,304.8,Kolkata,Banglore,8726
2024-06-24,Air India,AI-605,Business,17:33:00,1.0,07:08:00,135.0,Delhi,Cochin,22152
2024-07-13,Go First,G8-259,Economy,14:24:00,0.0,14:58:00,600.0,Banglore,Delhi,19307
2024-11-16,Vistara,UK-819,Business,08:43:00,0.0,03:09:00,550.2,Delhi,Cochin,72938
2024-03-09,Indigo,6E-2411,Economy,21:27:00,0.0,04:33:00,480.0,Kolkata,Banglore,9388
2024-01-11,Vistara,UK-813,Premium Economy,02:00:00,1.0,19:52:00,889.8,Delhi,Cochin,14743
2024-08-16,Vistara,UK-929,Business,04:39:00,0.0,03:54:00,1285.2,Banglore,Delhi,30249
2024-05-30,Vistara,UK-811,Economy,11:42:00,0.0,20:22:00,880.2,Banglore,Delhi,7189
2024-12-30,Vistara,UK-706,Business,03:27:00,1.0,11:18:00,1290.0,Kolkata,Banglore,40945
2024-08-20,Vistara,UK-943,Business,07:43:00,2.0,03:42:00,130.2,Banglore,New Delhi,30104
2024-04-07,Air India,AI-544,Economy,05:08:00,1.0,20:18:00,1024.8,Kolkata,Banglore,9489
2024-08-29,Air India,AI-506,Business,10:00:00,1.0,21:27:00,705.0,Delhi,Cochin,53164
2024-03-19,Vistara,UK-855,Premium Economy,02:15:00,2.0,17:38:00,915.0,Delhi,Cochin,22958
2024-07-25,Air Asia,I5-711,Economy,06:06:00,0.0,05:55:00,915.0,Mumbai,Hyderabad,11818
2024-11-17,Vistara,UK-833,Economy,00:20:00,1.0,04:12:00,889.8,Delhi,Cochin,13904
2024-07-18,Air India,AI-839,Economy,02:03:00,0.0,16:23:00,1045.2,Kolkata,Banglore,9909
2024-09-05,Vistara,UK-979,Premium Economy,16:31:00,0.0,05:30:00,319.8,Banglore,Delhi,13376
2024-02-09,Indigo,6E-5603,Economy,05:09:00,0.0,21:34:00,289.8,Chennai,Kolkata,6932
2024-09-01,Vistara,UK-929,Business,13:37:00,3.0,19:55:00,739.8,Banglore,New Delhi,30249
2024-06-07,Air India,AI-678,Business,00:35:00,1.0,09:16:00,139.8,Banglore,New Delhi,22152
2024-08-30,Go First,G8-346,Economy,18:08:00,0.0,16:12:00,124.80000000000001,Kolkata,Banglore,5899
2024-11-16,Go First,G8-330,Economy,09:32:00,2.0,18:56:00,135.0,Delhi,Cochin,5801
2024-03-01,Air India,AI-542,Economy,19:06:00,2.0,00:13:00,859.8,Delhi,Cochin,9420
2024-01-31,Vistara,UK-941,Economy,18:56:00,0.0,05:03:00,150.0,Delhi,Cochin,6375
2024-10-29,Indigo,6E-6034,Economy,03:26:00,1.0,17:34:00,304.8,Delhi,Cochin,5619
2024-09-24,Vistara,UK-811,Economy,02:05:00,1.0,16:41:00,1065.0,Delhi,Cochin,9263
2024-07-26,Vistara,UK-809,Premium Economy,06:40:00,1.0,16:46:00,745.2,Kolkata,Banglore,10638
2024-08-10,Vistara,UK-943,Premium Economy,15:06:00,1.0,03:04:00,130.2,Delhi,Cochin,7278
2024-03-10,Vistara,UK-839,Business,05:13:00,1.0,05:28:00,529.8,Kolkata,Banglore,63816
2024-01-18,Air India,AI-403,Economy,05:42:00,0.0,05:11:00,1560.0,Banglore,Delhi,10647
2024-01-19,Air India,AI-512,Economy,05:54:00,0.0,09:30:00,790.2,Mumbai,Hyderabad,7415
2024-12-03,Vistara,UK-781,Economy,21:18:00,1.0,07:17:00,1035.0,Kolkata,Banglore,14670
2024-02-23,Vistara,UK-979,Premium Economy,10:07:00,0.0,04:13:00,1009.8,Chennai,Kolkata,7984
2024-02-27,Vistara,UK-801,Business,19:38:00,1.0,14:26:00,855.0,Delhi,Cochin,96223
2024-08-05,Air India,AI-833,Business,06:50:00,0.0,18:34:00,1050.0,Banglore,Delhi,50109
2024-06-23,Air India,AI-863,Economy,18:06:00,1.0,09:01:00,139.8,Kolkata,Banglore,5955
2024-12-15,Air Asia,I5-779,Economy,10:47:00,1.0,03:15:00,544.8,Delhi,Cochin,15216
2024-12-29,Vistara,UK-833,Business,20:04:00,0.0,17:55:00,889.8,Banglore,Delhi,68441
2024-10-11,Indigo,6E-2112,Economy,07:31:00,0.0,09:19:00,150.0,Banglore,Delhi,5794
2024-04-12,Indigo,6E-2216,Economy,16:35:00,0.0,03:31:00,505.2,Chennai,Kolkata,6442
2024-02-27,Air India,AI-439,Business,20:41:00,1.0,07:56:00,990.0,Delhi,Cochin,83886
2024-10-25,Air India,AI-814,Business,22:29:00,0.0,06:05:00,135.0,Banglore,Delhi,22152
2024-10-19,Vistara,UK-927,Business,09:42:00,1.0,07:42:00,124.80000000000001,Kolkata,Banglore,49020
2024-04-27,Indigo,6E-6475,Economy,00:29:00,1.0,06:38:00,589.8,Kolkata,Banglore,7742
2024-11-05,Air India,AI-439,Business,16:24:00,0.0,23:20:00,694.8,Mumbai,Hyderabad,50969
2024-04-12,Indigo,6E-2519,Economy,02:49:00,0.0,05:04:00,139.8,Kolkata,Banglore,6682
